image_path,target
/Users/macbook/Downloads/gestures to speech/Train/Images/W/101.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/121.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/17.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/26.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/117.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/60.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/28.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/21.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/8.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/105.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/19.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/182.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/123.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/121.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/2.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/153.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/70.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/146.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/65.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/46.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/115.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/65.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/155.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/173.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/100.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/18.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/44.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/3.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/43.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/22.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/10.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/41.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/144.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/33.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/101.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/142.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/141.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/93.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/76.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/41.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/9.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/123.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/5.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/71.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/132.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/176.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/104.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/62.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/31.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/65.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/138.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/137.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/156.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/166.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/42.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/39.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/167.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/63.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/83.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/165.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/97.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/76.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/49.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/131.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/13.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/155.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/104.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/168.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/60.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/152.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/55.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/170.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/56.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/63.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/158.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/38.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/160.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/136.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/21.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/51.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/40.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/141.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/127.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/112.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/140.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/83.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/130.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/95.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/94.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/16.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/84.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/76.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/138.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/122.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/61.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/120.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/70.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/177.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/14.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/17.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/58.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/163.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/57.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/114.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/117.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/140.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/18.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/57.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/116.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/4.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/102.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/9.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/10.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/43.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/174.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/123.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/77.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/65.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/150.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/163.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/23.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/26.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/43.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/170.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/33.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/128.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/84.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/97.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/78.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/28.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/129.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/23.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/106.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/42.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/49.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/36.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/107.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/121.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/66.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/33.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/177.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/60.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/111.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/45.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/169.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/7.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/157.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/11.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/165.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/25.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/124.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/82.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/151.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/33.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/53.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/151.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/19.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/49.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/133.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/131.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/9.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/60.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/29.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/144.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/18.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/111.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/21.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/148.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/169.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/28.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/12.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/68.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/158.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/164.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/39.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/68.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/8.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/72.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/14.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/31.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/30.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/139.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/78.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/39.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/152.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/92.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/155.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/61.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/81.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/126.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/95.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/116.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/114.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/147.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/9.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/139.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/1.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/30.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/165.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/140.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/100.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/85.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/100.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/130.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/151.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/83.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/113.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/33.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/162.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/1.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/80.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/92.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/83.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/126.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/46.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/13.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/55.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/44.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/27.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/10.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/156.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/167.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/150.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/112.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/151.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/48.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/114.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/44.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/3.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/95.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/20.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/50.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/160.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/67.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/146.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/10.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/124.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/43.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/55.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/0.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/133.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/134.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/90.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/8.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/28.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/137.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/146.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/52.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/141.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/147.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/88.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/104.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/151.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/18.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/89.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/99.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/127.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/133.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/87.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/41.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/63.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/81.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/108.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/178.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/162.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/30.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/14.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/102.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/128.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/54.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/28.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/20.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/133.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/117.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/96.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/46.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/178.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/160.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/2.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/10.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/25.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/20.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/3.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/161.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/139.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/150.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/162.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/138.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/98.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/29.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/104.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/144.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/110.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/76.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/167.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/43.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/119.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/103.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/63.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/149.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/42.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/9.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/38.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/20.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/158.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/18.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/116.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/32.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/7.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/122.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/63.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/87.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/62.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/160.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/172.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/124.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/148.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/14.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/9.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/172.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/156.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/59.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/66.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/16.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/2.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/123.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/39.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/114.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/121.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/131.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/174.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/27.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/150.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/77.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/69.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/121.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/125.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/174.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/24.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/108.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/122.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/128.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/27.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/159.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/177.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/61.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/142.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/37.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/144.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/38.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/94.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/100.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/145.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/108.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/116.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/117.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/39.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/89.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/150.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/179.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/2.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/66.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/34.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/42.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/76.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/126.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/41.jpg,12.0
